id,area_name,subarea_name,group1,group1_note,group2,group2_note,group3,group3_note,group4,group4_note,group5,group5_note,total_posting
1383,小平市,小平市栄町3丁目,172,,114,,174,,141,,232,,833
1384,小平市,小平市栄町,248,,224,,235,,180,,123,,1010
1385,小平市,小平市花小金井1丁目,26,,113,,38,,10,,208,,395
1386,小平市,小平市花小金井2丁目,85,,35,,9,,174,,279,,582
1387,小平市,小平市花小金井3丁目,8,,279,,238,,225,,219,,969
1388,小平市,小平市花小金井4丁目,195,,25,,125,,56,,237,,638
1389,小平市,小平市花小金井5丁目,53,,231,,247,,163,,254,,948
1390,小平市,小平市花小金井6丁目,214,,28,,272,,165,,69,,748
1391,小平市,小平市花小金井7丁目,51,,223,,182,,170,,160,,786
1392,小平市,小平市花小金井8丁目,202,,29,,33,,218,,262,,744
1393,小平市,小平市花小金井,90,,188,,275,,202,,299,,1054
1394,小平市,小平市花小金井南町1丁目,194,,65,,257,,9,,285,,810
1395,小平市,小平市花小金井南町3丁目,41,,266,,82,,91,,194,,674
1396,小平市,小平市花小金井南町,160,,37,,163,,239,,59,,658
1397,小平市,小平市回田町,202,,176,,134,,104,,107,,723
1398,小平市,小平市学園西町1丁目,166,,265,,289,,174,,238,,1132
1399,小平市,小平市学園西町2丁目,184,,149,,88,,6,,118,,545
1400,小平市,小平市学園西町3丁目,119,,242,,66,,118,,251,,796
1401,小平市,小平市学園西町,249,,51,,296,,146,,82,,824
1402,小平市,小平市学園東町1丁目,273,,196,,300,,192,,142,,1103
1403,小平市,小平市学園東町2丁目,167,,144,,135,,210,,11,,667
1404,小平市,小平市学園東町3丁目,232,,125,,91,,261,,167,,876
1405,小平市,小平市学園東町,69,,131,,16,,129,,213,,558
1406,小平市,小平市喜平町1丁目,162,,259,,34,,264,,2,,721
1407,小平市,小平市喜平町2丁目,49,,98,,34,,25,,212,,418
1408,小平市,小平市喜平町3丁目,202,,185,,200,,119,,88,,794
1409,小平市,小平市喜平町,92,,103,,269,,17,,211,,692
1410,小平市,小平市御幸町,291,,156,,11,,268,,273,,999
1411,小平市,小平市小川西町1丁目,197,,70,,85,,188,,36,,576
1412,小平市,小平市小川西町2丁目,214,,84,,76,,11,,48,,433
1413,小平市,小平市小川西町3丁目,113,,250,,297,,98,,87,,845
1414,小平市,小平市小川西町4丁目,136,,86,,104,,83,,1,,410
1415,小平市,小平市小川西町5丁目,172,,166,,248,,81,,264,,931
1416,小平市,小平市小川西町,5,,93,,234,,298,,293,,923
1417,小平市,小平市小川町1丁目,174,,279,,275,,0,,237,,965
1418,小平市,小平市小川町2丁目,265,,251,,44,,87,,218,,865
1419,小平市,小平市小川町,159,,122,,229,,14,,150,,674
1420,小平市,小平市小川東町1丁目,208,,63,,109,,218,,203,,801
1421,小平市,小平市小川東町2丁目,130,,208,,27,,12,,22,,399
1422,小平市,小平市小川東町3丁目,125,,28,,152,,56,,234,,595
1423,小平市,小平市小川東町4丁目,173,,36,,130,,272,,110,,721
1424,小平市,小平市小川東町5丁目,158,,53,,141,,268,,72,,692
1425,小平市,小平市小川東町,110,,98,,23,,128,,267,,626
1426,小平市,小平市上水新町1丁目,284,,267,,38,,73,,189,,851
1427,小平市,小平市上水新町2丁目,200,,23,,246,,112,,43,,624
1428,小平市,小平市上水新町3丁目,18,,214,,157,,94,,208,,691
1429,小平市,小平市上水新町,58,,80,,94,,230,,278,,740
1430,小平市,小平市上水南町1丁目,163,,129,,141,,245,,24,,702
1431,小平市,小平市上水南町2丁目,266,,127,,124,,74,,71,,662
1432,小平市,小平市上水南町3丁目,161,,135,,241,,105,,183,,825
1433,小平市,小平市上水南町4丁目,42,,186,,59,,154,,293,,734
1434,小平市,小平市上水南町,286,,157,,57,,73,,27,,600
1435,小平市,小平市上水本町1丁目,203,,30,,149,,209,,126,,717
1436,小平市,小平市上水本町2丁目,118,,181,,14,,248,,21,,582
1437,小平市,小平市上水本町3丁目,279,,297,,236,,71,,57,,940
1438,小平市,小平市上水本町4丁目,252,,263,,8,,128,,166,,817
1439,小平市,小平市上水本町5丁目,104,,169,,235,,235,,236,,979
1440,小平市,小平市上水本町6丁目,250,,226,,232,,55,,95,,858
1441,小平市,小平市上水本町,284,,53,,130,,254,,45,,766
1442,小平市,小平市大沼町1丁目,244,,299,,154,,242,,32,,971
1443,小平市,小平市大沼町2丁目,266,,191,,31,,239,,221,,948
1444,小平市,小平市大沼町3丁目,200,,278,,213,,42,,177,,910
1445,小平市,小平市大沼町4丁目,164,,34,,35,,147,,34,,414
1446,小平市,小平市大沼町5丁目,197,,32,,203,,40,,52,,524
1447,小平市,小平市大沼町6丁目,70,,275,,239,,106,,279,,969
1448,小平市,小平市大沼町7丁目,74,,250,,23,,299,,131,,777
1449,小平市,小平市大沼町,56,,247,,104,,84,,214,,705
1450,小平市,小平市中島町,279,,65,,248,,258,,120,,970
1451,小平市,小平市仲町,262,,87,,81,,206,,190,,826
1452,小平市,小平市津田町1丁目,88,,267,,58,,12,,160,,585
1453,小平市,小平市津田町2丁目,15,,48,,292,,260,,1,,616
1454,小平市,小平市津田町3丁目,42,,3,,199,,44,,86,,374
1455,小平市,小平市津田町,260,,47,,119,,59,,75,,560
1456,小平市,小平市天神町1丁目,221,,36,,245,,276,,141,,919
1457,小平市,小平市天神町2丁目,191,,193,,156,,125,,213,,878
1458,小平市,小平市天神町3丁目,292,,150,,187,,185,,123,,937
1459,小平市,小平市天神町4丁目,75,,37,,22,,277,,107,,518
1460,小平市,小平市天神町,92,,144,,29,,175,,87,,527
1461,小平市,小平市美園町1丁目,220,,153,,26,,154,,82,,635
1462,小平市,小平市美園町2丁目,177,,121,,5,,166,,223,,692
1463,小平市,小平市美園町3丁目,287,,33,,202,,36,,282,,840
1464,小平市,小平市美園町,83,,271,,97,,175,,147,,773
1465,小平市,小平市鈴木町1丁目,47,,4,,50,,299,,88,,488
1466,小平市,小平市鈴木町2丁目,9,,43,,216,,26,,240,,534
1467,小平市,小平市鈴木町,88,,296,,226,,7,,78,,695
1468,昭島市,昭島市つつじが丘1丁目,44,,211,,226,,193,,36,,710
1469,昭島市,昭島市つつじが丘2丁目,181,,217,,109,,254,,219,,980
1470,昭島市,昭島市つつじが丘3丁目,196,,264,,128,,286,,294,,1168
1471,昭島市,昭島市つつじが丘,131,,11,,283,,88,,12,,525
1472,昭島市,昭島市もくせいの杜1丁目,59,,33,,199,,69,,43,,403
1473,昭島市,昭島市もくせいの杜2丁目,268,,127,,92,,245,,105,,837
1474,昭島市,昭島市もくせいの杜3丁目,63,,142,,70,,230,,96,,601
1475,昭島市,昭島市もくせいの杜,50,,295,,175,,181,,177,,878
1476,昭島市,昭島市宮沢町1丁目,225,,162,,156,,184,,172,,899
1477,昭島市,昭島市宮沢町2丁目,28,,108,,190,,177,,217,,720
1478,昭島市,昭島市宮沢町3丁目,208,,145,,38,,176,,297,,864
1479,昭島市,昭島市宮沢町,194,,84,,69,,136,,220,,703
1480,昭島市,昭島市郷地町1丁目,234,,29,,128,,26,,50,,467
1481,昭島市,昭島市郷地町2丁目,278,,19,,133,,276,,48,,754
1482,昭島市,昭島市郷地町3丁目,43,,44,,77,,44,,80,,288
1483,昭島市,昭島市郷地町,267,,25,,300,,39,,141,,772
1484,昭島市,昭島市玉川町1丁目,277,,29,,120,,175,,85,,686
1485,昭島市,昭島市玉川町2丁目,4,,133,,69,,119,,20,,345
1486,昭島市,昭島市玉川町3丁目,263,,64,,76,,234,,170,,807
1487,昭島市,昭島市玉川町4丁目,37,,106,,74,,157,,159,,533
1488,昭島市,昭島市玉川町5丁目,74,,244,,276,,137,,75,,806
1489,昭島市,昭島市玉川町,210,,130,,248,,52,,31,,671
1490,昭島市,昭島市昭和町1丁目,25,,265,,228,,33,,258,,809
1491,昭島市,昭島市昭和町2丁目,87,,17,,2,,132,,41,,279
1492,昭島市,昭島市昭和町3丁目,81,,171,,9,,146,,51,,458
1493,昭島市,昭島市昭和町4丁目,79,,230,,175,,69,,255,,808
1494,昭島市,昭島市昭和町5丁目,213,,158,,70,,242,,87,,770
1495,昭島市,昭島市昭和町,118,,268,,52,,251,,194,,883
1496,昭島市,昭島市松原町1丁目,133,,83,,248,,44,,87,,595
1497,昭島市,昭島市松原町2丁目,190,,96,,212,,168,,192,,858
1498,昭島市,昭島市松原町3丁目,128,,266,,155,,107,,80,,736
1499,昭島市,昭島市松原町4丁目,177,,87,,139,,106,,240,,749
1500,昭島市,昭島市松原町5丁目,19,,285,,132,,18,,39,,493
1501,昭島市,昭島市松原町,250,,220,,79,,276,,144,,969
1502,昭島市,昭島市上川原町1丁目,40,,108,,74,,153,,16,,391
1503,昭島市,昭島市上川原町2丁目,149,,12,,238,,167,,286,,852
1504,昭島市,昭島市上川原町3丁目,260,,95,,280,,58,,143,,836
1505,昭島市,昭島市上川原町,225,,274,,58,,205,,36,,798
1506,昭島市,昭島市大神町1丁目,272,,192,,20,,112,,52,,648
1507,昭島市,昭島市大神町2丁目,100,,82,,236,,17,,175,,610
1508,昭島市,昭島市大神町3丁目,256,,189,,46,,183,,260,,934
1509,昭島市,昭島市大神町4丁目,9,,139,,112,,184,,195,,639
1510,昭島市,昭島市大神町,117,,116,,235,,91,,52,,611
1511,昭島市,昭島市築地町,49,,69,,247,,0,,51,,416
1512,昭島市,昭島市中神町1丁目,246,,267,,180,,299,,220,,1212
1513,昭島市,昭島市中神町2丁目,85,,279,,182,,118,,33,,697
1514,昭島市,昭島市中神町3丁目,240,,259,,9,,202,,5,,715
1515,昭島市,昭島市中神町,254,,198,,49,,33,,152,,686
1516,昭島市,昭島市朝日町1丁目,224,,91,,151,,256,,126,,848
1517,昭島市,昭島市朝日町2丁目,18,,82,,49,,17,,21,,187
1518,昭島市,昭島市朝日町3丁目,74,,134,,247,,110,,117,,682
1519,昭島市,昭島市朝日町4丁目,247,,121,,149,,260,,104,,881
1520,昭島市,昭島市朝日町5丁目,267,,141,,271,,82,,114,,875
1521,昭島市,昭島市朝日町,166,,2,,136,,158,,89,,551
1522,昭島市,昭島市田中町1丁目,259,,219,,84,,71,,101,,734
1523,昭島市,昭島市田中町2丁目,128,,81,,103,,64,,131,,507
1524,昭島市,昭島市田中町3丁目,177,,253,,60,,131,,150,,771
1525,昭島市,昭島市田中町4丁目,86,,246,,56,,267,,26,,681
1526,昭島市,昭島市田中町,103,,128,,64,,53,,71,,419
1527,昭島市,昭島市東町1丁目,271,,31,,213,,184,,199,,898
1528,昭島市,昭島市東町2丁目,290,,120,,230,,169,,43,,852
1529,昭島市,昭島市東町3丁目,166,,229,,116,,33,,54,,598
1530,昭島市,昭島市東町4丁目,251,,229,,232,,130,,270,,1112
1531,昭島市,昭島市東町5丁目,279,,131,,155,,32,,130,,727
1532,昭島市,昭島市東町,163,,14,,179,,258,,222,,836
1533,昭島市,昭島市拝島町1丁目,258,,144,,146,,120,,176,,844
1534,昭島市,昭島市拝島町2丁目,211,,3,,65,,198,,186,,663
1535,昭島市,昭島市拝島町3丁目,37,,21,,88,,169,,45,,360
1536,昭島市,昭島市拝島町4丁目,155,,27,,138,,25,,247,,592
1537,昭島市,昭島市拝島町5丁目,19,,63,,240,,177,,31,,530
1538,昭島市,昭島市拝島町6丁目,231,,266,,25,,253,,142,,917
1539,昭島市,昭島市拝島町,149,,158,,284,,77,,293,,961
1540,昭島市,昭島市美堀町1丁目,225,,132,,42,,251,,126,,776
1541,昭島市,昭島市美堀町2丁目,171,,250,,170,,128,,246,,965
1542,昭島市,昭島市美堀町3丁目,199,,16,,102,,188,,184,,689
1543,昭島市,昭島市美堀町4丁目,213,,48,,76,,112,,282,,731
1544,昭島市,昭島市美堀町5丁目,272,,147,,76,,56,,64,,615
1545,昭島市,昭島市美堀町,89,,157,,280,,271,,96,,893
1546,昭島市,昭島市武蔵野2丁目,149,,183,,274,,226,,142,,974
1547,昭島市,昭島市武蔵野3丁目,157,,176,,95,,49,,283,,760
1548,昭島市,昭島市武蔵野,16,,150,,285,,131,,107,,689
1549,昭島市,昭島市福島町1丁目,17,,61,,47,,109,,296,,530
1550,昭島市,昭島市福島町2丁目,251,,166,,267,,93,,230,,1007
1551,昭島市,昭島市福島町3丁目,206,,240,,299,,289,,286,,1320
1552,昭島市,昭島市福島町,256,,74,,51,,238,,59,,678
1553,昭島市,昭島市緑町1丁目,73,,75,,180,,132,,46,,506
1554,昭島市,昭島市緑町2丁目,289,,102,,20,,73,,244,,728
1555,昭島市,昭島市緑町3丁目,57,,126,,287,,135,,111,,716
1556,昭島市,昭島市緑町4丁目,19,,299,,167,,144,,270,,899
1557,昭島市,昭島市緑町5丁目,219,,212,,3,,131,,230,,795
1558,昭島市,昭島市緑町,233,,127,,267,,24,,131,,782
1559,新宿区,新宿区愛住町,230,,84,,278,,36,,97,,725
1560,新宿区,新宿区榎町,123,,141,,17,,134,,299,,714
1561,新宿区,新宿区横寺町,100,,157,,286,,80,,141,,764
1562,新宿区,新宿区下宮比町,86,,71,,247,,46,,202,,652
1563,新宿区,新宿区下落合1丁目,29,,164,,118,,38,,106,,455
1564,新宿区,新宿区下落合2丁目,284,,107,,55,,296,,91,,833
1565,新宿区,新宿区下落合3丁目,20,,75,,78,,214,,35,,422
1566,新宿区,新宿区下落合4丁目,151,,165,,86,,222,,295,,919
1567,新宿区,新宿区下落合,134,,178,,274,,96,,270,,952
1568,新宿区,新宿区歌舞伎町1丁目,9,,295,,144,,282,,3,,733
1569,新宿区,新宿区歌舞伎町2丁目,31,,259,,251,,30,,294,,865
1570,新宿区,新宿区歌舞伎町,236,,46,,156,,95,,31,,564
1571,新宿区,新宿区河田町,252,,245,,295,,184,,177,,1153
1572,新宿区,新宿区霞ケ丘町,211,,65,,48,,225,,285,,834
1573,新宿区,新宿区改代町,47,,125,,16,,157,,6,,351
1574,新宿区,新宿区岩戸町,21,,261,,186,,277,,236,,981
1575,新宿区,新宿区喜久井町,102,,177,,145,,126,,166,,716
1576,新宿区,新宿区原町1丁目,176,,145,,31,,190,,250,,792
1577,新宿区,新宿区原町2丁目,265,,178,,220,,268,,35,,966
1578,新宿区,新宿区原町3丁目,74,,172,,255,,262,,171,,934
1579,新宿区,新宿区原町,171,,214,,125,,124,,135,,769
1580,新宿区,新宿区戸山1丁目,290,,157,,89,,80,,26,,642
1581,新宿区,新宿区戸山2丁目,180,,53,,157,,75,,1,,466
1582,新宿区,新宿区戸山3丁目,234,,119,,150,,159,,136,,798
1583,新宿区,新宿区戸山,245,,213,,241,,112,,81,,892
1584,新宿区,新宿区戸塚町1丁目,124,,21,,184,,271,,71,,671
1585,新宿区,新宿区戸塚町,224,,299,,92,,34,,158,,807
1586,新宿区,新宿区荒木町,75,,175,,77,,172,,271,,770
1587,新宿区,新宿区高田馬場1丁目,278,,169,,145,,190,,177,,959
1588,新宿区,新宿区高田馬場2丁目,123,,281,,108,,184,,38,,734
1589,新宿区,新宿区高田馬場3丁目,43,,259,,84,,196,,186,,768
1590,新宿区,新宿区高田馬場4丁目,233,,150,,193,,70,,202,,848
1591,新宿区,新宿区高田馬場,156,,166,,218,,28,,41,,609
1592,新宿区,新宿区左門町,236,,285,,91,,108,,93,,813
1593,新宿区,新宿区細工町,84,,205,,300,,2,,105,,696
1594,新宿区,新宿区山吹町,103,,75,,92,,99,,88,,457
1595,新宿区,新宿区四谷1丁目,227,,44,,108,,180,,142,,701
1596,新宿区,新宿区四谷2丁目,115,,98,,287,,297,,200,,997
1597,新宿区,新宿区四谷3丁目,221,,261,,3,,55,,64,,604
1598,新宿区,新宿区四谷4丁目,37,,239,,89,,127,,167,,659
1599,新宿区,新宿区四谷,114,,300,,169,,10,,220,,813
1600,新宿区,新宿区四谷坂町,99,,92,,270,,229,,3,,693
1601,新宿区,新宿区四谷三栄町,254,,269,,78,,117,,271,,989
1602,新宿区,新宿区四谷本塩町,87,,12,,294,,137,,71,,601
1603,新宿区,新宿区市谷加賀町1丁目,192,,157,,69,,98,,89,,605
1604,新宿区,新宿区市谷加賀町2丁目,112,,203,,126,,10,,224,,675
1605,新宿区,新宿区市谷加賀町,240,,299,,255,,2,,196,,992
1606,新宿区,新宿区市谷甲良町,172,,148,,88,,53,,146,,607
1607,新宿区,新宿区市谷左内町,17,,206,,83,,71,,180,,557
1608,新宿区,新宿区市谷砂土原町1丁目,99,,227,,83,,234,,240,,883
1609,新宿区,新宿区市谷砂土原町2丁目,121,,180,,109,,254,,118,,782
1610,新宿区,新宿区市谷砂土原町3丁目,228,,8,,80,,103,,180,,599
1611,新宿区,新宿区市谷砂土原町,28,,299,,41,,194,,63,,625
1612,新宿区,新宿区市谷山伏町,110,,182,,186,,45,,16,,539
1613,新宿区,新宿区市谷船河原町,265,,119,,176,,187,,251,,998
1614,新宿区,新宿区市谷台町,180,,22,,9,,42,,226,,479
1615,新宿区,新宿区市谷鷹匠町,17,,21,,75,,249,,213,,575
1616,新宿区,新宿区市谷仲之町,275,,218,,16,,4,,44,,557
1617,新宿区,新宿区市谷長延寺町,37,,194,,246,,99,,243,,819
1618,新宿区,新宿区市谷田町1丁目,49,,34,,167,,164,,54,,468
1619,新宿区,新宿区市谷田町2丁目,276,,161,,66,,38,,259,,800
1620,新宿区,新宿区市谷田町3丁目,78,,115,,198,,114,,11,,516
1621,新宿区,新宿区市谷田町,33,,162,,290,,86,,62,,633
1622,新宿区,新宿区市谷八幡町,149,,176,,56,,110,,148,,639
1623,新宿区,新宿区市谷本村町,273,,101,,278,,67,,44,,763
1624,新宿区,新宿区市谷薬王寺町,170,,216,,92,,285,,18,,781
1625,新宿区,新宿区市谷柳町,88,,122,,269,,172,,27,,678
1626,新宿区,新宿区若宮町,155,,156,,169,,146,,157,,783
1627,新宿区,新宿区若松町,49,,42,,267,,64,,171,,593
1628,新宿区,新宿区若葉1丁目,246,,51,,292,,191,,48,,828
1629,新宿区,新宿区若葉2丁目,2,,204,,162,,226,,162,,756
1630,新宿区,新宿区若葉3丁目,164,,294,,279,,150,,233,,1120
1631,新宿区,新宿区若葉,37,,257,,254,,173,,133,,854
1632,新宿区,新宿区舟町,146,,119,,264,,210,,285,,1024
1633,新宿区,新宿区住吉町,83,,170,,231,,223,,66,,773
1634,新宿区,新宿区上落合1丁目,143,,45,,274,,71,,226,,759
1635,新宿区,新宿区上落合2丁目,169,,260,,141,,43,,217,,830
1636,新宿区,新宿区上落合3丁目,283,,230,,73,,93,,231,,910
1637,新宿区,新宿区上落合,173,,212,,258,,263,,210,,1116
1638,新宿区,新宿区信濃町,167,,75,,266,,260,,239,,1007
1639,新宿区,新宿区新宿1丁目,268,,25,,294,,49,,70,,706
1640,新宿区,新宿区新宿2丁目,211,,236,,286,,242,,124,,1099
1641,新宿区,新宿区新宿3丁目,158,,4,,76,,91,,267,,596
1642,新宿区,新宿区新宿4丁目,4,,227,,175,,49,,214,,669
1643,新宿区,新宿区新宿5丁目,150,,172,,129,,174,,62,,687
1644,新宿区,新宿区新宿6丁目,38,,52,,50,,165,,88,,393
1645,新宿区,新宿区新宿7丁目,241,,122,,300,,52,,76,,791
1646,新宿区,新宿区新宿,88,,106,,76,,109,,157,,536
1647,新宿区,新宿区新小川町,197,,288,,96,,233,,65,,879
1648,新宿区,新宿区神楽河岸,299,,54,,283,,111,,257,,1004
1649,新宿区,新宿区神楽坂1丁目,272,,19,,60,,12,,236,,599
1650,新宿区,新宿区神楽坂2丁目,100,,267,,249,,96,,225,,937
1651,新宿区,新宿区神楽坂3丁目,253,,187,,70,,15,,276,,801
1652,新宿区,新宿区神楽坂4丁目,130,,228,,4,,214,,231,,807
1653,新宿区,新宿区神楽坂5丁目,278,,139,,206,,133,,2,,758
1654,新宿区,新宿区神楽坂6丁目,188,,19,,204,,63,,93,,567
1655,新宿区,新宿区神楽坂,17,,72,,48,,97,,168,,402
1656,新宿区,新宿区須賀町,300,,145,,256,,89,,288,,1078
1657,新宿区,新宿区水道町,243,,114,,287,,188,,233,,1065
1658,新宿区,新宿区西五軒町,284,,18,,84,,264,,250,,900
1659,新宿区,新宿区西新宿1丁目,46,,298,,109,,186,,209,,848
1660,新宿区,新宿区西新宿2丁目,114,,241,,122,,250,,260,,987
1661,新宿区,新宿区西新宿3丁目,37,,229,,151,,268,,278,,963
1662,新宿区,新宿区西新宿4丁目,109,,98,,260,,273,,72,,812
1663,新宿区,新宿区西新宿5丁目,275,,120,,152,,58,,68,,673
1664,新宿区,新宿区西新宿6丁目,18,,6,,194,,142,,120,,480
1665,新宿区,新宿区西新宿7丁目,265,,110,,152,,73,,129,,729
1666,新宿区,新宿区西新宿8丁目,37,,210,,95,,12,,274,,628
1667,新宿区,新宿区西新宿,55,,197,,43,,100,,67,,462
1668,新宿区,新宿区西早稲田1丁目,148,,196,,277,,27,,283,,931
1669,新宿区,新宿区西早稲田2丁目,141,,249,,284,,144,,295,,1113
1670,新宿区,新宿区西早稲田3丁目,31,,230,,6,,10,,81,,358
1671,新宿区,新宿区西早稲田,54,,278,,166,,19,,282,,799
1672,新宿区,新宿区西落合1丁目,226,,47,,76,,32,,122,,503
1673,新宿区,新宿区西落合2丁目,82,,273,,62,,47,,209,,673
1674,新宿区,新宿区西落合3丁目,17,,217,,295,,50,,197,,776
1675,新宿区,新宿区西落合4丁目,180,,32,,103,,131,,220,,666
1676,新宿区,新宿区西落合,155,,275,,91,,180,,242,,943
1677,新宿区,新宿区赤城下町,97,,131,,102,,137,,268,,735
1678,新宿区,新宿区赤城元町,201,,111,,189,,207,,134,,842
1679,新宿区,新宿区早稲田町,29,,57,,64,,70,,185,,405
1680,新宿区,新宿区早稲田鶴巻町,15,,59,,89,,177,,295,,635
1681,新宿区,新宿区早稲田南町,220,,207,,58,,66,,212,,763
1682,新宿区,新宿区袋町,132,,256,,286,,23,,4,,701
1683,新宿区,新宿区大久保1丁目,112,,126,,220,,113,,164,,735
1684,新宿区,新宿区大久保2丁目,133,,87,,143,,2,,55,,420
1685,新宿区,新宿区大久保3丁目,154,,218,,255,,56,,238,,921
1686,新宿区,新宿区大久保,238,,156,,24,,217,,213,,848
1687,新宿区,新宿区大京町,278,,78,,15,,209,,187,,767
1688,新宿区,新宿区箪笥町,186,,122,,206,,166,,277,,957
1689,新宿区,新宿区築地町,6,,150,,259,,200,,286,,901
1690,新宿区,新宿区筑土八幡町,103,,2,,119,,229,,73,,526
1691,新宿区,新宿区中井1丁目,105,,59,,4,,17,,254,,439
1692,新宿区,新宿区中井2丁目,275,,1,,177,,229,,36,,718
1693,新宿区,新宿区中井,276,,121,,28,,240,,96,,761
1694,新宿区,新宿区中町,72,,262,,69,,13,,32,,448
1695,新宿区,新宿区中落合1丁目,8,,76,,50,,136,,48,,318
1696,新宿区,新宿区中落合2丁目,220,,39,,170,,17,,284,,730
1697,新宿区,新宿区中落合3丁目,130,,83,,23,,232,,109,,577
1698,新宿区,新宿区中落合4丁目,181,,110,,214,,291,,88,,884
1699,新宿区,新宿区中落合,234,,95,,266,,274,,34,,903
1700,新宿区,新宿区中里町,196,,290,,246,,299,,226,,1257
1701,新宿区,新宿区津久戸町,118,,246,,48,,95,,188,,695
1702,新宿区,新宿区天神町,164,,253,,274,,200,,132,,1023
1703,新宿区,新宿区東榎町,50,,47,,263,,253,,154,,767
1704,新宿区,新宿区東五軒町,215,,102,,111,,15,,170,,613
1705,新宿区,新宿区内藤町,110,,223,,286,,54,,12,,685
1706,新宿区,新宿区南榎町,17,,293,,131,,120,,230,,791
1707,新宿区,新宿区南元町,283,,105,,26,,219,,57,,690
1708,新宿区,新宿区南山伏町,277,,23,,192,,115,,60,,667
1709,新宿区,新宿区南町,26,,0,,277,,55,,87,,445
1710,新宿区,新宿区二十騎町,279,,174,,260,,88,,172,,973
1711,新宿区,新宿区納戸町,76,,59,,62,,260,,42,,499
1712,新宿区,新宿区馬場下町,298,,45,,276,,145,,151,,915
1713,新宿区,新宿区白銀町,75,,272,,95,,287,,184,,913
1714,新宿区,新宿区百人町1丁目,103,,282,,263,,143,,233,,1024
1715,新宿区,新宿区百人町2丁目,41,,300,,211,,89,,283,,924
1716,新宿区,新宿区百人町3丁目,73,,113,,243,,143,,174,,746
1717,新宿区,新宿区百人町4丁目,180,,287,,9,,128,,68,,672
1718,新宿区,新宿区百人町,59,,226,,235,,169,,19,,708
1719,新宿区,新宿区富久町,295,,55,,181,,233,,229,,993
1720,新宿区,新宿区払方町,22,,7,,237,,237,,242,,745
1721,新宿区,新宿区片町,97,,242,,101,,205,,155,,800
1722,新宿区,新宿区弁天町,47,,186,,73,,265,,139,,710
1723,新宿区,新宿区北山伏町,189,,292,,30,,95,,254,,860
1724,新宿区,新宿区北新宿1丁目,250,,264,,85,,88,,83,,770
1725,新宿区,新宿区北新宿2丁目,166,,242,,6,,255,,282,,951
1726,新宿区,新宿区北新宿3丁目,190,,161,,85,,84,,227,,747
1727,新宿区,新宿区北新宿4丁目,9,,127,,86,,132,,256,,610
1728,新宿区,新宿区北新宿,37,,239,,142,,185,,284,,887
1729,新宿区,新宿区北町,297,,75,,233,,64,,198,,867
1730,新宿区,新宿区矢来町,32,,119,,100,,122,,296,,669
1731,新宿区,新宿区余丁町,105,,46,,77,,43,,34,,305
1732,新宿区,新宿区揚場町,140,,85,,218,,63,,12,,518
1733,新島村,新島村若郷,150,,175,,82,,0,,241,,648
1734,新島村,新島村本村1丁目,58,,178,,28,,85,,143,,492
1735,新島村,新島村本村2丁目,237,,22,,73,,61,,100,,493
1736,新島村,新島村本村3丁目,270,,216,,288,,287,,171,,1232
1737,新島村,新島村本村4丁目,239,,132,,281,,241,,83,,976
1738,新島村,新島村本村5丁目,181,,246,,299,,227,,63,,1016
1739,新島村,新島村本村6丁目,126,,293,,99,,91,,40,,649
1740,新島村,新島村本村,238,,8,,141,,138,,175,,700
1741,神津島村,神津島村向山,81,,225,,265,,241,,62,,874
1742,神津島村,神津島村滝川,155,,283,,222,,212,,23,,895
1743,神津島村,神津島村鍛冶山,228,,34,,225,,92,,83,,662
1744,杉並区,杉並区阿佐谷南1丁目,57,,34,,244,,32,,204,,571
1745,杉並区,杉並区阿佐谷南2丁目,76,,207,,76,,237,,276,,872
1746,杉並区,杉並区阿佐谷南3丁目,137,,86,,297,,103,,153,,776
1747,杉並区,杉並区阿佐谷南,251,,83,,235,,248,,89,,906
1748,杉並区,杉並区阿佐谷北1丁目,78,,66,,296,,215,,189,,844
1749,杉並区,杉並区阿佐谷北2丁目,44,,219,,192,,14,,222,,691
1750,杉並区,杉並区阿佐谷北3丁目,159,,12,,141,,247,,107,,666
1751,杉並区,杉並区阿佐谷北4丁目,45,,81,,257,,13,,279,,675
1752,杉並区,杉並区阿佐谷北5丁目,40,,113,,267,,40,,116,,576
1753,杉並区,杉並区阿佐谷北6丁目,4,,206,,19,,17,,259,,505
1754,杉並区,杉並区阿佐谷北,7,,180,,288,,75,,74,,624
1755,杉並区,杉並区井草1丁目,257,,65,,107,,265,,158,,852
1756,杉並区,杉並区井草2丁目,49,,152,,68,,185,,215,,669
1757,杉並区,杉並区井草3丁目,149,,22,,207,,79,,212,,669
1758,杉並区,杉並区井草4丁目,222,,133,,95,,234,,199,,883
1759,杉並区,杉並区井草5丁目,83,,158,,115,,69,,125,,550
1760,杉並区,杉並区井草,278,,131,,67,,201,,176,,853
1761,杉並区,杉並区永福1丁目,50,,298,,17,,276,,140,,781
1762,杉並区,杉並区永福2丁目,47,,286,,181,,258,,297,,1069
1763,杉並区,杉並区永福3丁目,272,,263,,226,,81,,28,,870
1764,杉並区,杉並区永福4丁目,161,,269,,140,,63,,32,,665
1765,杉並区,杉並区永福,216,,6,,163,,160,,215,,760
1766,杉並区,杉並区荻窪1丁目,120,,251,,130,,239,,57,,797
1767,杉並区,杉並区荻窪2丁目,225,,38,,53,,203,,256,,775
